method,dataset,anom_type,anom_ratio,anom_duration,auprc,rocauc
sad,digg-homo,random,0.05,0.1,0.213,0.87
sad,digg-homo,random,0.05,0.5,0.212,0.87
sad,digg-homo,random,0.05,1,0.218,0.87
sad,digg-homo,random,0.1,0.1,0.35,0.87
sad,digg-homo,random,0.1,0.5,0.371,0.87
sad,digg-homo,random,0.1,1,0.348,0.87
sad,digg-homo,bridge,0.01,0.1,0.036,0.83
sad,digg-homo,bridge,0.01,0.5,0.036,0.81
sad,digg-homo,bridge,0.01,1,0.039,0.83
sad,digg-homo,bridge,0.05,0.1,0.065,0.62
sad,digg-homo,bridge,0.05,0.5,0.082,0.69
sad,digg-homo,bridge,0.05,1,0.081,0.69
sad,digg-homo,bridge,0.1,0.1,0.087,0.48
sad,digg-homo,bridge,0.1,0.5,0.104,0.54
sad,digg-homo,bridge,0.1,1,0.096,0.55
sad,digg-homo,path,0.01,0.1,0.011,0.59
sad,digg-homo,path,0.01,0.5,0.01,0.46
sad,digg-homo,path,0.01,1,0.016,0.67
sad,digg-homo,path,0.05,0.1,0.058,0.63
sad,digg-homo,path,0.05,0.5,0.061,0.64
sad,digg-homo,path,0.05,1,0.047,0.51
sad,digg-homo,path,0.1,0.1,0.075,0.42
sad,digg-homo,path,0.1,0.5,0.141,0.71
sad,digg-homo,path,0.1,1,0.113,0.64
sad,digg-homo,burst,0.01,0.1,0.005,0.12
sad,digg-homo,burst,0.01,0.5,0.007,0.29
sad,digg-homo,burst,0.01,1,0.008,0.45
sad,digg-homo,burst,0.05,0.1,0.026,0.1
sad,digg-homo,burst,0.05,0.5,0.032,0.23
sad,digg-homo,burst,0.05,1,0.038,0.32
sad,digg-homo,burst,0.1,0.1,0.05,0.11
sad,digg-homo,burst,0.1,0.5,0.064,0.23
sad,digg-homo,burst,0.1,1,0.064,0.32
sad,digg-homo,clique,0.01,0.1,0.008,0.1
sad,digg-homo,clique,0.01,0.5,0.008,0.14
sad,digg-homo,clique,0.01,1,0.008,0.21
sad,digg-homo,clique,0.05,0.1,0.026,0.04
sad,digg-homo,clique,0.05,0.5,0.028,0.14
sad,digg-homo,clique,0.05,1,0.029,0.18
sad,digg-homo,clique,0.1,0.1,0.049,0.08
sad,digg-homo,clique,0.1,0.5,0.051,0.13
sad,digg-homo,clique,0.1,1,0.056,0.22
sad,email-dnc,random,0.01,0.1,0.072,0.92
sad,email-dnc,random,0.01,0.5,0.07,0.9
sad,email-dnc,random,0.01,1,0.069,0.91
sad,email-dnc,random,0.05,0.1,0.258,0.89
sad,email-dnc,random,0.05,0.5,0.263,0.91
sad,email-dnc,random,0.05,1,0.273,0.92
sad,email-dnc,random,0.1,0.1,0.424,0.89
sad,email-dnc,random,0.1,0.5,0.43,0.91
sad,email-dnc,random,0.1,1,0.434,0.91
sad,email-dnc,bridge,0.01,0.1,0.053,0.87
sad,email-dnc,bridge,0.01,0.5,0.059,0.89
sad,email-dnc,bridge,0.01,1,0.064,0.93
sad,email-dnc,bridge,0.05,0.1,0.199,0.88
sad,email-dnc,bridge,0.05,0.5,0.156,0.85
sad,email-dnc,bridge,0.05,1,0.178,0.88
sad,email-dnc,bridge,0.1,0.1,0.237,0.79
sad,email-dnc,bridge,0.1,0.5,0.259,0.84
sad,email-dnc,bridge,0.1,1,0.247,0.82
sad,email-dnc,path,0.01,0.1,0.05,0.88
sad,email-dnc,path,0.01,0.5,0.048,0.9
sad,email-dnc,path,0.01,1,0.05,0.84
sad,email-dnc,path,0.05,0.1,0.167,0.85
sad,email-dnc,path,0.05,0.5,0.204,0.87
sad,email-dnc,path,0.05,1,0.197,0.87
sad,email-dnc,path,0.1,0.1,0.328,0.87
sad,email-dnc,path,0.1,0.5,0.322,0.85
sad,email-dnc,path,0.1,1,0.33,0.89
sad,email-dnc,burst,0.01,0.1,0.017,0.68
sad,email-dnc,burst,0.01,0.5,0.016,0.64
sad,email-dnc,burst,0.01,1,0.014,0.49
sad,email-dnc,burst,0.05,0.1,0.076,0.67
sad,email-dnc,burst,0.05,0.5,0.047,0.55
sad,email-dnc,burst,0.05,1,0.057,0.54
sad,email-dnc,burst,0.1,0.1,0.101,0.57
sad,email-dnc,burst,0.1,0.5,0.134,0.43
sad,email-dnc,burst,0.1,1,0.115,0.34
sad,email-dnc,clique,0.01,0.1,0.019,0.6
sad,email-dnc,clique,0.01,0.5,0.016,0.54
sad,email-dnc,clique,0.01,1,0.033,0.78
sad,email-dnc,clique,0.05,0.1,0.084,0.7
sad,email-dnc,clique,0.05,0.5,0.066,0.62
sad,email-dnc,clique,0.05,1,0.105,0.77
sad,email-dnc,clique,0.1,0.1,0.104,0.57
sad,email-dnc,clique,0.1,0.5,0.17,0.65
sad,email-dnc,clique,0.1,1,0.136,0.67
sad,uc-social,random,0.01,0.1,0.39,0.96
sad,uc-social,random,0.01,0.5,0.4,0.96
sad,uc-social,random,0.01,1,0.429,0.97
sad,uc-social,random,0.05,0.1,0.675,0.97
sad,uc-social,random,0.05,0.5,0.682,0.97
sad,uc-social,random,0.05,1,0.694,0.97
sad,uc-social,random,0.1,0.1,0.75,0.96
sad,uc-social,random,0.1,0.5,0.783,0.97
sad,uc-social,random,0.1,1,0.68,0.95
sad,uc-social,bridge,0.01,0.1,0.45,0.95
sad,uc-social,bridge,0.01,0.5,0.473,0.97
sad,uc-social,bridge,0.01,1,0.489,0.97
sad,uc-social,bridge,0.05,0.1,0.686,0.97
sad,uc-social,bridge,0.05,0.5,0.709,0.97
sad,uc-social,bridge,0.05,1,0.687,0.96
sad,uc-social,bridge,0.1,0.1,0.751,0.96
sad,uc-social,bridge,0.1,0.5,0.641,0.95
sad,uc-social,bridge,0.1,1,0.773,0.96
sad,uc-social,path,0.01,0.1,0.24,0.94
sad,uc-social,path,0.01,0.5,0.247,0.94
sad,uc-social,path,0.01,1,0.258,0.95
sad,uc-social,path,0.05,0.1,0.448,0.94
sad,uc-social,path,0.05,0.5,0.575,0.96
sad,uc-social,path,0.05,1,0.612,0.96
sad,uc-social,path,0.1,0.1,0.658,0.95
sad,uc-social,path,0.1,0.5,0.684,0.95
sad,uc-social,path,0.1,1,0.695,0.95
sad,uc-social,burst,0.01,0.1,0.024,0.55
sad,uc-social,burst,0.01,0.5,0.032,0.76
sad,uc-social,burst,0.01,1,0.037,0.83
sad,uc-social,burst,0.05,0.1,0.049,0.53
sad,uc-social,burst,0.05,0.5,0.099,0.79
sad,uc-social,burst,0.05,1,0.127,0.82
sad,uc-social,burst,0.1,0.1,0.093,0.55
sad,uc-social,burst,0.1,0.5,0.173,0.78
sad,uc-social,burst,0.1,1,0.226,0.83
sad,uc-social,clique,0.01,0.1,0.056,0.63
sad,uc-social,clique,0.01,0.5,0.06,0.8
sad,uc-social,clique,0.01,1,0.066,0.88
sad,uc-social,clique,0.05,0.1,0.065,0.64
sad,uc-social,clique,0.05,0.5,0.123,0.81
sad,uc-social,clique,0.05,1,0.207,0.87
sad,uc-social,clique,0.1,0.1,0.122,0.65
sad,uc-social,clique,0.1,0.5,0.29,0.87
sad,uc-social,clique,0.1,1,0.289,0.86
